Gene ID	Gene Name or Symbol	Product Description	gene_source_id
TGME49_217700	AP2XII2	AP2 domain transcription factor AP2XII-2	TGME49_217700
TGME49_217710	N/A	DnaJ domain-containing protein	TGME49_217710
TGME49_217720	N/A	hypothetical protein	TGME49_217720
TGME49_217722	N/A	hypothetical protein	TGME49_217722
TGME49_217724	N/A	hypothetical protein	TGME49_217724
TGME49_217726	N/A	hypothetical protein	TGME49_217726
TGME49_217728	N/A	hypothetical protein	TGME49_217728
TGME49_217730	N/A	WD repeat-containing protein	TGME49_217730
TGME49_217740	N/A	3-ketoacyl-(acyl-carrier-protein) reductase	TGME49_217740
TGME49_217760	N/A	GTP-binding protein	TGME49_217760
TGME49_217770	N/A	hypothetical protein	TGME49_217770
TGME49_217780	N/A	Sec20 protein	TGME49_217780
TGME49_217790	N/A	S1 RNA binding domain-containing protein	TGME49_217790
TGME49_217800	N/A	hypothetical protein	TGME49_217800
TGME49_217810	N/A	hypothetical protein	TGME49_217810
TGME49_217820	N/A	PCI domain-containing protein	TGME49_217820
TGME49_217830	N/A	hypothetical protein	TGME49_217830
TGME49_217850	N/A	Sucrose-6F-phosphate phosphohydrolase	TGME49_217850
TGME49_217855	N/A	hypothetical protein	TGME49_217855
TGME49_217860	N/A	hypothetical protein	TGME49_217860
TGME49_217870	DHHC3	palmitoyltransferase DHHC3	TGME49_217870
TGME49_217875	N/A	hypothetical protein	TGME49_217875
TGME49_217880	N/A	RNA-binding protein Nova-1, putative	TGME49_217880
TGME49_217890	PRX1	peroxiredoxin PRX1	TGME49_217890
TGME49_217900	N/A	hypothetical protein	TGME49_217900
TGME49_217910	N/A	DNA polymerase (pol2) superfamily protein	TGME49_217910
TGME49_217940	N/A	hypothetical protein	TGME49_217940
TGME49_217951	N/A	hypothetical protein	TGME49_217951
TGME49_217961	N/A	hypothetical protein	TGME49_217961
TGME49_218000	N/A	hypothetical protein	TGME49_218000
TGME49_218070	N/A	hypothetical protein	TGME49_218070
TGME49_218130	N/A	hypothetical protein	TGME49_218130
TGME49_218200	N/A	UDP-sugar pyrophospharylase	TGME49_218200
TGME49_218210	N/A	Chromosome-associated kinesin KLP1, putative	TGME49_218210
TGME49_218215	N/A	hypothetical protein	TGME49_218215
TGME49_218220	CRK2	CDK-related protein kinase CRK2	TGME49_218220
TGME49_218230	N/A	histone lysine methyltransferase, SET, putative	TGME49_218230
TGME49_218240	IMC25	inner membrane complex protein IMC25	TGME49_218240
TGME49_218250	N/A	TAP42 family protein	TGME49_218250
TGME49_218260	N/A	histone H3.3	TGME49_218260
TGME49_218270	ROP48	rhoptry protein ROP48	TGME49_218270
TGME49_218280	TOM40	mitochondrial import receptor subunit TOM40	TGME49_218280
TGME49_218290	N/A	WD domain, G-beta repeat-containing protein	TGME49_218290
TGME49_218300	N/A	zinc finger (CCCH type) motif-containing protein	TGME49_218300
TGME49_218350	N/A	hypothetical protein	TGME49_218350
TGME49_218358	ZFP1	zinc finger protein ZFP1	TGME49_218358
TGME49_218362	N/A	zinc finger protein	TGME49_218362
TGME49_218380	N/A	tRNA-Val	TGME49_218380
TGME49_218400	N/A	NEK kinase	TGME49_218400
TGME49_218410	RPP0	ribosomal protein RPP0	TGME49_218410
TGME49_218420	N/A	pre-mRNA-splicing factor PRP46, putative	TGME49_218420
TGME49_218430	N/A	tRNA-Asp	TGME49_218430
TGME49_218440	N/A	tRNA-Asp	TGME49_218440
TGME49_218450	N/A	hypothetical protein	TGME49_218450
TGME49_218460	N/A	hypothetical protein	TGME49_218460
TGME49_218470	N/A	protein disulfide-isomerase, putative	TGME49_218470
TGME49_218480	N/A	tRNA-Glu	TGME49_218480
TGME49_218490	N/A	hypothetical protein	TGME49_218490
TGME49_218500	N/A	hypothetical protein	TGME49_218500
TGME49_218510	N/A	hypothetical protein	TGME49_218510
TGME49_218520	MIC6	microneme protein MIC6	TGME49_218520
TGME49_218530	N/A	proteasome-interacting thioredoxin domain-containing protein	TGME49_218530
TGME49_218540	N/A	peptidase S15, putative	TGME49_218540
TGME49_218550	N/A	PIK3R4 kinase-related protein	TGME49_218550
TGME49_218560	ACC2	acetyl-coA carboxylase ACC2	TGME49_218560
TGME49_218570	N/A	Nin one binding (NOB1) Zn-ribbon family protein	TGME49_218570
TGME49_218580	N/A	RNA methyltransferase, TrmH family protein	TGME49_218580
TGME49_218590	PPM8	protein phosphatase PPM8	TGME49_218590
TGME49_218600	N/A	RNA recognition motif-containing protein	TGME49_218600
TGME49_218610	N/A	ATPase (DUF699) protein	TGME49_218610
TGME49_218720	CDPK6	calcium-dependent protein kinase CDPK6	TGME49_218720
TGME49_218730	N/A	hypothetical protein	TGME49_218730
TGME49_218740	N/A	membrane protein, putative	TGME49_218740
TGME49_218750	N/A	nucleoside triphosphate hydrolase, putative	TGME49_218750
TGME49_218760	alphaSNAP	alpha-soluble NSF attachment protein	TGME49_218760
TGME49_218770	N/A	carrier superfamily protein	TGME49_218770
TGME49_218780	N/A	phosphoserine aminotransferase, putative	TGME49_218780
TGME49_218790	N/A	elongation factor G C-terminus domain-containing protein	TGME49_218790
TGME49_218800	N/A	hypothetical protein	TGME49_218800
TGME49_218810	N/A	histidyl-tRNA synthetase	TGME49_218810
TGME49_218820	N/A	alba 2	TGME49_218820
TGME49_218830	N/A	hypothetical protein	TGME49_218830
TGME49_218840	MSH1	mutS domain protein	TGME49_218840
TGME49_218850	RPS9	ribosomal protein RPS9	TGME49_218850
TGME49_218860	N/A	hypothetical protein	TGME49_218860
TGME49_218870	TBC3	TBC domain-containing protein TBC3	TGME49_218870
TGME49_218880	SFA3	striated fiber assemblin SFA3	TGME49_218880
TGME49_218890	N/A	hypothetical protein	TGME49_218890
TGME49_218900	N/A	hypothetical protein	TGME49_218900
TGME49_218910	N/A	hypothetical protein	TGME49_218910
TGME49_218920	N/A	proteasome subunit beta type-5, putative	TGME49_218920
TGME49_218930	N/A	BTB/POZ domain-containing protein	TGME49_218930
TGME49_218940	ICAP8	ATP synthase-associated protein	TGME49_218940
TGME49_218950	N/A	hypothetical protein	TGME49_218950
TGME49_218955	N/A	hypothetical protein	TGME49_218955
TGME49_218960	AP2XII1	AP2 domain transcription factor AP2XII-1	TGME49_218960
TGME49_219070	N/A	cyclic nucleotide-binding domain-containing protein	TGME49_219070
TGME49_219080	N/A	Golgi to ER traffic protein GET4, putative	TGME49_219080
TGME49_219090	N/A	hypothetical protein	TGME49_219090
TGME49_219100	N/A	cyclin-dependent kinase regulatory subunit protein	TGME49_219100
TGME49_219110	N/A	hypothetical protein	TGME49_219110
TGME49_219120	N/A	zinc finger (CCCH type) motif-containing protein	TGME49_219120
TGME49_219130	N/A	NADPH-glutathione reductase	TGME49_219130
TGME49_219140	N/A	EF-1 guanine nucleotide exchange domain-containing protein	TGME49_219140
TGME49_219150	N/A	zinc finger, zz type domain-containing protein	TGME49_219150
TGME49_219160	N/A	hypothetical protein	TGME49_219160
TGME49_219170	ISC2	IMC sutures component ISC2	TGME49_219170
TGME49_219180	N/A	acetyltransferase, GNAT family protein	TGME49_219180
TGME49_219190	N/A	nuclear movement protein domain containing protein	TGME49_219190
TGME49_219200	N/A	DEAD/DEAH box RNA helicase family protein	TGME49_219200
TGME49_219210	N/A	ankyrin repeat-containing protein	TGME49_219210
TGME49_219230	N/A	AMP-binding enzyme domain-containing protein	TGME49_219230
TGME49_219240	N/A	Peptidyl-tRNA hydrolase PTH2 domain-containing protein	TGME49_219240
TGME49_219250	N/A	acetyltransferase, GNAT family protein	TGME49_219250
TGME49_219260	N/A	cation-transporting ATPase, putative	TGME49_219260
TGME49_219270	GAPM2A	glideosome-associated protein with multiple-membrane spans GAPM2A	TGME49_219270
TGME49_219280	ALP1	actin like protein ALP1	TGME49_219280
TGME49_219290	N/A	F-actin-capping protein subunit beta, putative	TGME49_219290
TGME49_219300	N/A	ran binding protein	TGME49_219300
TGME49_219310	N/A	DnaK family protein	TGME49_219310
TGME49_219320	GAP50	gliding-associated protein GAP50	TGME49_219320
TGME49_219348	SRS55M	SAG-related sequence SRS55M	TGME49_219348
TGME49_219370	N/A	hypothetical protein	TGME49_219370
TGME49_219430	N/A	tRNA ligase class II core domain (G, H, P, S and T) domain-containing protein	TGME49_219430
TGME49_219440	N/A	hypothetical protein	TGME49_219440
TGME49_219450	N/A	WD domain, G-beta repeat-containing protein	TGME49_219450
TGME49_219460	N/A	hypothetical protein	TGME49_219460
TGME49_219485	N/A	peptidase, putative	TGME49_219485
TGME49_219500	N/A	hypothetical protein	TGME49_219500
TGME49_219510	N/A	GTP binding protein 7 isoform 2 family protein, putative	TGME49_219510
TGME49_219520	PRMT1	histone arginine methyltransferase PRMT1	TGME49_219520
TGME49_219530	N/A	hypothetical protein	TGME49_219530
TGME49_219540	N/A	cytosolic tRNA-Ala synthetase	TGME49_219540
TGME49_219550	N/A	dihydrolipoyllysine-residue succinyltransferase component of oxoglutarate dehydrogenase	TGME49_219550
TGME49_219560	N/A	tRNA-Ala	TGME49_219560
TGME49_219570	N/A	hypothetical protein	TGME49_219570
TGME49_219580	N/A	tRNA-Trp	TGME49_219580
TGME49_219590	N/A	RuvB family 1 protein	TGME49_219590
TGME49_219600	N/A	hypothetical protein	TGME49_219600
TGME49_219610	N/A	hypothetical protein	TGME49_219610
TGME49_219620	N/A	hypothetical protein	TGME49_219620
TGME49_219630	N/A	flavodoxin domain-containing protein	TGME49_219630
TGME49_219640	N/A	RING zinc finger protein	TGME49_219640
TGME49_219650	N/A	transporter, small conductance mechanosensitive ion channel (MscS) family protein	TGME49_219650
TGME49_219660	N/A	hypothetical protein	TGME49_219660
TGME49_219670	N/A	zinc finger (CCCH type) motif-containing protein	TGME49_219670
TGME49_219678	N/A	hypothetical protein	TGME49_219678
TGME49_219682	N/A	pyruvate dehydrogenase kinase, putative	TGME49_219682
TGME49_219690	N/A	hypothetical protein	TGME49_219690
TGME49_219700	N/A	DNA replication licensing factor MCM4, putative	TGME49_219700
TGME49_219710	N/A	hypothetical protein	TGME49_219710
TGME49_219720	RAB5C	ras-related protein RAB5C	TGME49_219720
TGME49_219730	N/A	hypothetical protein	TGME49_219730
TGME49_219738	N/A	armadillo repeat-containing protein	TGME49_219738
TGME49_219742	N/A	hypothetical protein	TGME49_219742
TGME49_219750	N/A	cytochrome c, putative	TGME49_219750
TGME49_219760	N/A	N-acetyltransferase family protein	TGME49_219760
TGME49_219770	N/A	30S ribosomal protein S12, putative	TGME49_219770
TGME49_219780	N/A	hypothetical protein	TGME49_219780
TGME49_219790	N/A	pre-mRNA processing factor PRP3	TGME49_219790
TGME49_219800	N/A	vacuolar ATP synthase subunit b, putative	TGME49_219800
TGME49_219810	GRA40	dense granule protein GRA40	TGME49_219810
TGME49_219820	N/A	polyubiquitin UbC, putative	TGME49_219820
TGME49_219828	N/A	HMG (high mobility group) box domain-containing protein	TGME49_219828
TGME49_219840	N/A	hypothetical protein	TGME49_219840
TGME49_219850	N/A	prolyl-tRNA synthetase (ProRS)	TGME49_219850
TGME49_219860	MCM6	DNA replication licensing factor MCM6, putative	TGME49_219860
TGME49_220025	N/A	hypothetical protein	TGME49_220025
TGME49_220060	N/A	hypothetical protein	TGME49_220060
TGME49_220070	N/A	hypothetical protein	TGME49_220070
TGME49_220080	N/A	Toxoplasma gondii family C protein	TGME49_220080
TGME49_220090	N/A	DIX domain-containing protein	TGME49_220090
TGME49_220100	N/A	phosphoribosylpyrophosphate synthetase	TGME49_220100
TGME49_220110	N/A	hypothetical protein	TGME49_220110
TGME49_220120	N/A	AP-5 complex subunit sigma, putative	TGME49_220120
TGME49_220132	N/A	hypothetical protein	TGME49_220132
TGME49_220140	N/A	EF hand domain-containing protein	TGME49_220140
TGME49_220145	N/A	hypothetical protein	TGME49_220145
TGME49_220150	N/A	50S ribosomal protein L16, putative	TGME49_220150
TGME49_220160	PROP2	ATG18/WIPI-like protein PROP2	TGME49_220160
TGME49_220170	N/A	coiled-coil domain-containing protein	TGME49_220170
TGME49_220175	N/A	hypothetical protein	TGME49_220175
TGME49_220180	N/A	hypothetical protein	TGME49_220180
TGME49_220190	N/A	hypothetical protein	TGME49_220190
TGME49_220200	N/A	hypothetical protein	TGME49_220200
TGME49_220208	N/A	hypothetical protein	TGME49_220208
TGME49_220212	N/A	pseudouridine synthase	TGME49_220212
TGME49_220230	N/A	leucine rich repeat-containing protein	TGME49_220230
TGME49_220240	GRA31	dense granule protein GRA31	TGME49_220240
TGME49_220250	N/A	Nucleotide-sensitive chloride conductance regulator (ICln) protein	TGME49_220250
TGME49_220260	N/A	hypothetical protein	TGME49_220260
TGME49_220270	IMC6	alveolin domain containing intermediate filament IMC6	TGME49_220270
TGME49_220280	N/A	mucin family glycoprotein	TGME49_220280
TGME49_220290	N/A	hypothetical protein	TGME49_220290
TGME49_220300	N/A	ribosomal protein L15 protein	TGME49_220300
TGME49_220310	N/A	hypothetical protein	TGME49_220310
TGME49_220320	N/A	BSD domain-containing protein	TGME49_220320
TGME49_220330	N/A	hypothetical protein	TGME49_220330
TGME49_220340	N/A	transporter, putative	TGME49_220340
TGME49_220350	N/A	tRNA ligases class II (D, K and N) domain-containing protein	TGME49_220350
TGME49_220360	N/A	FAD binding domain-containing protein	TGME49_220360
TGME49_220370	N/A	hypothetical protein	TGME49_220370
TGME49_220380	N/A	hypothetical protein	TGME49_220380
TGME49_220390	N/A	hypothetical protein	TGME49_220390
TGME49_220400	ADF	actin depolymerizing factor ADF	TGME49_220400
TGME49_220420	PDE5	3'5'-cyclic nucleotide phosphodiesterase PDE5	TGME49_220420
TGME49_220425	N/A	tRNA-Arg	TGME49_220425
TGME49_220430	N/A	hypothetical protein	TGME49_220430
TGME49_220440	N/A	cyclin-dependent kinase regulatory subunit protein	TGME49_220440
TGME49_220450	N/A	ribonuclease HI protein	TGME49_220450
TGME49_220460	N/A	SNF7 family protein	TGME49_220460
TGME49_220470	N/A	hypothetical protein	TGME49_220470
TGME49_220480	N/A	hypothetical protein	TGME49_220480
TGME49_220490	N/A	pre-rRNA-processing protein PNO1, putative	TGME49_220490
TGME49_220500	N/A	UBX domain-containing protein	TGME49_220500
TGME49_220510	N/A	hypothetical protein	TGME49_220510
TGME49_220520	N/A	hypothetical protein	TGME49_220520
TGME49_220525	N/A	hypothetical protein	TGME49_220525
TGME49_220530	AP2V1	AP2 domain transcription factor AP2V-1	TGME49_220530
TGME49_220540	N/A	hypothetical protein	TGME49_220540
TGME49_220550	N/A	tRNA-Ala	TGME49_220550
TGME49_220560	N/A	transmembrane protein TauE, putative	TGME49_220560
TGME49_220570	N/A	zinc finger protein, putative	TGME49_220570
TGME49_220585	N/A	hypothetical protein	TGME49_220585
TGME49_220600	ApiAT3-3	apicomplexan amino acid transporter ApiAT3-3	TGME49_220600
TGME49_220610	PPM9	protein phosphatase PPM9	TGME49_220610
TGME49_220620	N/A	tRNA-Ser	TGME49_220620
TGME49_220630	N/A	hypothetical protein	TGME49_220630
TGME49_220640	N/A	hypothetical protein	TGME49_220640
TGME49_220650	N/A	hypothetical protein	TGME49_220650
TGME49_220720	N/A	hypothetical protein	TGME49_220720
TGME49_220730	N/A	hypothetical protein	TGME49_220730
TGME49_220740	N/A	hypothetical protein	TGME49_220740
TGME49_220840	N/A	threonine synthase	TGME49_220840
TGME49_220850	N/A	hypothetical protein	TGME49_220850
TGME49_220860	N/A	DEAD/DEAH box helicase	TGME49_220860
TGME49_220870	N/A	hypothetical protein	TGME49_220870
TGME49_220880	N/A	dynactin subunit 3, putative	TGME49_220880
TGME49_220890	GRA12A	dense granule protein GRA12A	TGME49_220890
TGME49_220900	AC13	apical cap protein AC13	TGME49_220900
TGME49_220910	N/A	HEAT repeat-containing protein	TGME49_220910
TGME49_220920	N/A	hypothetical protein	TGME49_220920
TGME49_220930	ISC3	IMC sutures component ISC3	TGME49_220930
TGME49_220940	N/A	ribosomal RNA methyltransferase (FtsJ) family protein	TGME49_220940
TGME49_220950	N/A	hypothetical protein	TGME49_220950
TGME49_221160	N/A	acetyltransferase, GNAT family protein	TGME49_221160
TGME49_221170	N/A	CAAX metallo endopeptidase	TGME49_221170
TGME49_221180	N/A	hypothetical protein	TGME49_221180
TGME49_221190	N/A	mrna cleavage factor family protein, putative	TGME49_221190
TGME49_221200	N/A	CW-type Zinc Finger protein	TGME49_221200
TGME49_221210	N/A	cyclophilin	TGME49_221210
TGME49_221220	N/A	hypothetical protein	TGME49_221220
TGME49_221230	N/A	protein tyrosine phosphatase, putative	TGME49_221230
TGME49_221240	N/A	hypothetical protein	TGME49_221240
TGME49_221250	N/A	hypothetical protein	TGME49_221250
TGME49_221260	N/A	Class-II DAHP synthetase family protein	TGME49_221260
TGME49_221265	N/A	hypothetical protein	TGME49_221265
TGME49_221270	N/A	oxidoreductase, 2OG-Fe(II) oxygenase family protein	TGME49_221270
TGME49_221275	N/A	hypothetical protein	TGME49_221275
TGME49_221280	N/A	hypothetical protein	TGME49_221280
TGME49_221290	N/A	tRNA-Leu	TGME49_221290
TGME49_221295	N/A	hypothetical protein	TGME49_221295
TGME49_221310	APN1	aminopeptidase N1	TGME49_221310
TGME49_221320	ACC1	acetyl-CoA carboxylase ACC1	TGME49_221320
TGME49_221330	GYRA	DNA gyrase subunit A	TGME49_221330
TGME49_221340	N/A	CRAL-TRIO domain-containing protein	TGME49_221340
TGME49_221350	N/A	Ctr copper transporter family protein	TGME49_221350
TGME49_221360	N/A	autophagy-related protein ATG6, putative	TGME49_221360
TGME49_221370	N/A	hypothetical protein	TGME49_221370
TGME49_221380	N/A	alba 1	TGME49_221380
TGME49_221390	N/A	hypothetical protein	TGME49_221390
TGME49_221400	N/A	hypothetical protein	TGME49_221400
TGME49_221410	ALP4	actin-like protein ALP4	TGME49_221410
TGME49_221415	N/A	hypothetical protein	TGME49_221415
TGME49_221420	N/A	Chromosome-associated kinesin KLP1, putative	TGME49_221420
TGME49_221430	N/A	hypothetical protein	TGME49_221430
TGME49_221440	N/A	RPGR, putative	TGME49_221440
TGME49_221450	N/A	SPRY domain-containing protein	TGME49_221450
TGME49_221455	N/A	hypothetical protein	TGME49_221455
TGME49_221460	N/A	phosphoglycerate mutase family protein	TGME49_221460
TGME49_221470	N/A	hypothetical protein	TGME49_221470
TGME49_221480	N/A	hypothetical protein	TGME49_221480
TGME49_221490	N/A	cell cycle regulator protein	TGME49_221490
TGME49_221500	N/A	dual specificity phosphatase, catalytic domain-containing protein	TGME49_221500
TGME49_221510	ApiCOX18	cytochrome c oxidase subunit ApiCOX18	TGME49_221510
TGME49_221530	N/A	hypothetical protein	TGME49_221530
TGME49_221540	N/A	DUSP domain-containing protein	TGME49_221540
TGME49_221550	N/A	CMGC kinase, MAPK family, MEK kinase-related (incomplete catalytic triad)	TGME49_221550
TGME49_221560	N/A	hypothetical protein	TGME49_221560
TGME49_221570	N/A	pre-rRNA-processing protein, putative	TGME49_221570
TGME49_221580	N/A	ribosomal RNA large subunit methyltransferase J protein	TGME49_221580
TGME49_221585	N/A	hypothetical protein	TGME49_221585
TGME49_221590	N/A	dual specificity phosphatase, catalytic domain-containing protein	TGME49_221590
TGME49_221600	N/A	ribosomal silencing factor RsfS, putative	TGME49_221600
TGME49_221610	N/A	ubiquitin carboxyl-terminal hydrolase	TGME49_221610
TGME49_221620	N/A	beta-tubulin, putative	TGME49_221620
TGME49_221630	IAP4	IMC-associated protein IAP4	TGME49_221630
TGME49_221640	N/A	hypothetical protein	TGME49_221640
TGME49_221660	N/A	DEAD/DEAH box helicase domain-containing protein	TGME49_221660
